5.0,0.0,8
5.0,1.0,8
5.0,2.0,8
5.0,3.0,8
5.0,4.0,8
5.0,5.0,8
5.0,6.0,8
5.0,7.0,8
5.0,8.0,8
5.0,9.0,8
5.0,10.0,8
5.0,11.0,8
5.0,12.0,8
5.0,13.0,8
5.0,14.0,8
5.0,15.0,8
5.0,16.0,8
5.0,17.0,8
5.0,18.0,8
5.0,19.0,1
5.0,20.0,1
5.0,21.0,1
5.0,22.0,1
5.0,23.0,1
5.0,24.0,1
5.0,25.0,1
5.0,26.0,1
5.0,27.0,1
5.0,28.0,1
5.0,29.0,1
5.0,30.0,1
5.0,31.0,1
5.0,32.0,1
5.0,33.0,1
5.0,34.0,1
5.0,35.0,1
5.0,36.0,1
5.0,37.0,1
5.0,38.0,1
5.0,39.0,1
5.0,40.0,8
5.0,41.0,8
5.0,42.0,8
5.0,43.0,8
5.0,44.0,8
5.0,45.0,8
5.0,46.0,8
5.0,47.0,8
5.0,48.0,8
5.0,49.0,8
5.0,50.0,8
5.0,51.0,8
5.0,52.0,8
5.0,53.0,8
5.0,54.0,8
5.0,55.0,8
5.0,56.0,8
5.0,57.0,8
5.0,58.0,8
5.0,59.0,6
5.0,60.0,2
5.0,61.0,2
5.0,62.0,2
5.0,63.0,2
5.0,64.0,2
5.0,65.0,2
5.0,66.0,2
5.0,67.0,2
5.0,68.0,2
5.0,69.0,2
5.0,70.0,2
5.0,71.0,2
5.0,72.0,2
5.0,73.0,2
5.0,74.0,2
5.0,75.0,2
5.0,76.0,2
5.0,77.0,2
5.0,78.0,2
5.0,79.0,4
5.0,80.0,3
5.0,81.0,3
5.0,82.0,3
5.0,83.0,3
5.0,84.0,3
5.0,85.0,3
5.0,86.0,3
5.0,87.0,3
5.0,88.0,3
5.0,89.0,3
5.0,90.0,3
5.0,91.0,3
5.0,92.0,3
5.0,93.0,3
5.0,94.0,3
5.0,95.0,3
5.0,96.0,3
5.0,97.0,3
5.0,98.0,3
5.0,99.0,4
5.0,100.0,8
5.0,101.0,2
5.0,102.0,0
5.0,103.0,0
5.0,104.0,0
5.0,105.0,0
5.0,106.0,0
5.0,107.0,0
5.0,108.0,0
5.0,109.0,0
5.0,110.0,0
5.0,111.0,0
5.0,112.0,0
5.0,113.0,0
5.0,114.0,0
5.0,115.0,0
5.0,116.0,0
5.0,117.0,0
5.0,118.0,0
5.0,119.0,0
5.0,120.0,0
5.0,121.0,8
5.0,122.0,8
5.0,123.0,1
5.0,124.0,7
5.0,125.0,7
5.0,126.0,7
5.0,127.0,7
5.0,128.0,7
5.0,129.0,7
5.0,130.0,7
5.0,131.0,7
5.0,132.0,7
5.0,133.0,7
5.0,134.0,7
5.0,135.0,7
5.0,136.0,7
5.0,137.0,7
5.0,138.0,7
5.0,139.0,7
5.0,140.0,7
5.0,141.0,7
5.0,142.0,7
5.0,143.0,1
5.0,144.0,8
5.0,145.0,8
5.0,146.0,8
5.0,147.0,8
5.0,148.0,8
5.0,149.0,8
5.0,150.0,8
5.0,151.0,8
5.0,152.0,8
5.0,153.0,8
5.0,154.0,8
5.0,155.0,8
5.0,156.0,8
5.0,157.0,8
5.0,158.0,8
5.0,159.0,8
5.0,160.0,8
5.0,161.0,8
5.0,162.0,8
5.0,163.0,6
5.0,164.0,0
5.0,165.0,0
5.0,166.0,0
5.0,167.0,0
5.0,168.0,0
5.0,169.0,0
5.0,170.0,0
5.0,171.0,0
5.0,172.0,0
5.0,173.0,0
5.0,174.0,0
5.0,175.0,0
5.0,176.0,0
5.0,177.0,0
5.0,178.0,0
5.0,179.0,0
5.0,180.0,0
5.0,181.0,0
5.0,182.0,0
